1,-194.21362183988094,-151.1382068141511,67
2,-166.88898826017976,-123.76142704594034,85
3,-173.63258325494826,-128.87215153237364,58
4,-170.2706638816744,-126.2881709703772,68
5,-163.0815578252077,-119.05145068913369,96
6,-390.7777911052108,-349.3177238165348,70
7,-121.10580710694194,-78.6607927497752,75
8,-169.96422881260514,-131.95699177951894,94
9,-154.81242459267378,-114.41942541129262,91
10,-273.56831707060337,-231.4557761289085,93
11,-175.45117061585188,-138.80269352229004,111
12,-187.44540359824896,-144.9008960178465,89
13,-193.48980522248894,-152.43523647012182,106
14,-129.09295597186428,-89.45971362314498,90
15,-282.0585782267153,-234.66861202857248,66
16,-198.7522522546351,-154.16652972717043,70
17,-168.51958200335503,-126.65425444776291,74
18,-134.15870295670175,-91.47374853705149,62
19,-128.90994293615222,-84.75025941736554,71
20,-237.8921376168728,-194.94928820839544,77
21,-44.847182519733906,-4.721158577311385,80
22,-143.97976970194765,-108.189227960634,100
23,-180.05461988415857,-138.4150989566493,107
24,-284.9014159435784,-247.66834832830043,105
25,-179.96857416136763,-146.29747623846944,124
26,-128.91471017437465,-88.36181347831902,92
27,-410.063341807543,-379.94441473779153,93
28,-681.2630616210351,-663.9171924558519,177
29,-368.17011862724723,-332.41192498861926,132
30,-624.5785263595687,-598.833935730316,160
31,-206.68089907377498,-168.9577826131373,95
32,-526.2640733356841,-502.2034941887809,152
33,-133.44939447754285,-92.56045761777125,66
34,-393.6230709623188,-356.1932841569214,86
35,-136.49378109310655,-92.93125447604905,81
36,-306.16870754486246,-270.54969780931106,88
37,-332.76019587439305,-295.293817752824,80
38,-416.0460810867033,-386.42128898832215,88
39,-170.48333075131896,-156.94870805085623,242
40,-205.03642928045744,-169.70179443867767,129
41,-154.8600209810007,-119.78513665427548,112
42,-485.3706559511398,-448.0311758266594,95
43,-349.623022468132,-311.6223286697592,115
44,-330.9660405904848,-307.72482406561846,190
45,-121.27396468524228,-79.60655960301936,71
46,-244.36710795421976,-204.26386555947556,83
47,-353.0060984307672,-315.4986222342524,107
48,-305.61827315136424,-265.49455337122544,107
49,-199.43763696318786,-160.35541991716315,113
50,-120.3112190268129,-76.285660553291,66
51,-196.66669825920334,-158.79865211990423,105
52,-341.75669723444946,-303.34039338969967,91
53,-311.7825487136249,-279.31093834663704,147
54,-123.17251706287641,-79.40867470265263,63
55,-113.08948016386445,-77.88894257232094,99
56,-224.02067713242505,-183.16172605179094,105
57,-190.0701848354214,-153.42536811194302,135
58,-447.64442434354595,-418.63915788033165,123
59,-123.05252626288514,-83.76706475306798,102
60,-214.86621092068106,-174.79558516044432,126
61,-171.61771204807343,-127.63761431032388,84
62,-169.23712310842157,-135.61928332251773,125
63,-131.66203923703654,-89.53193107180167,83
64,-106.05398571941853,-71.06211402710859,139
65,-144.21310466717043,-99.60012661077985,69
66,-229.7147605542139,-188.88654913424347,88
67,-258.60627468486757,-215.3721799964101,74
68,-401.0992614289984,-358.58626570312026,84
69,-291.2112629108222,-251.63884977866795,106
70,-247.38681198360752,-215.85829711695465,152
71,-419.29168458867804,-382.0066007163008,111
72,-357.66081040899815,-327.17491071449626,147
73,-313.71515706029857,-283.9516826024611,152
74,-396.42051067486955,-360.28118834756367,130
75,-309.70833844556455,-274.69422163605446,120
76,-230.98802338743593,-190.04450184916033,94
77,-91.94267677554703,-51.54524024022558,75
78,-118.79749374332717,-78.62787110339924,68
79,-153.00612507349,-114.78559611309294,93
80,-89.58805662237785,-59.58479730863054,165
81,-242.79625929293564,-205.67439795228546,114
82,-134.34047807555007,-90.11727331169479,95
83,-248.7645587088173,-214.82902766788567,131
84,-354.1911002650412,-326.6990636672308,182
85,-111.66911865156294,-83.57022519757766,154
86,-390.67586428176935,-355.7980515829962,123
87,-274.88056688543963,-236.62952634676688,100
88,-161.73987647054815,-122.3014147408218,89
89,-235.95854642126898,-203.61125752186453,140
90,-232.334140257021,-197.25082443902363,117
91,-356.5111802309647,-329.50587671828856,182
92,-129.8709449318817,-91.04380249409168,89
93,-107.80575745673103,-70.22691627625167,89
94,-157.6750024147643,-120.68573416142598,96
95,-245.94229511241775,-206.50642054650962,104
96,-211.94307056859557,-177.76023743098426,105
97,-64.67014865556717,-30.107538999738622,113
98,-179.25334465167572,-137.40104347724338,81
99,-302.42252414419613,-272.60439449622527,108
100,-176.4915109511799,-142.00658048257364,104
101,-339.9038926195002,-332.04867317882014,264
102,-368.9163963000069,-348.47748059293986,167
103,-225.58803134933288,-197.31817807819323,168
104,-284.8191011653493,-250.6023391617384,98
105,-193.044675552601,-167.98691738010575,205
106,-111.64822539541602,-86.5351183749702,143
107,-143.5589851011012,-111.86692078647361,142
108,-795.7665744998392,-796.3777315475432,303
109,-204.62230848195924,-167.3986456251219,96
110,-149.35641055013025,-113.34977651652034,120
111,-224.27412763569993,-188.46027782842089,110
112,-117.33721085160005,-86.81659712691103,143
113,-53.91474841239301,-13.374941208483207,110
114,-290.5840812005967,-253.7280830811194,116
115,-162.429054170499,-131.82981722358596,171
116,-260.4369013049626,-247.05503443740284,238
117,-76.97648117766202,-52.15478222516142,169
118,-195.14504618649138,-162.2867833809105,131
119,-424.89928383410205,-405.930682742441,231
120,-835.7423997008452,-840.2446812458828,279
121,-99.6165417602068,-68.89571032189613,150
122,-106.77908137947233,-68.9853683275797,98
123,-103.58244046818292,-65.15307399903566,91
124,-241.83191957482876,-209.1694672356167,138
125,-267.71980966297104,-255.27155042666283,222
126,-284.4833227067843,-252.95428631958185,174
127,-338.373080460252,-301.92128260989205,114
128,-173.91568785663,-142.7656237729566,143
129,-237.89432276607093,-198.537313956642,106
130,-23.524166949302355,5.969878303673639,133
131,-64.38586453050756,-33.09706555744637,106
132,-206.09320282278804,-179.22388546530442,180
133,-87.08376115080726,-52.459416903923795,118
134,-214.59716059611088,-174.89410002452962,92
135,-96.9064442216035,-65.40024183349806,122
136,-227.51237907920927,-189.46168724741491,137
137,-181.5988185519338,-169.03475115743453,259
138,-307.573618900417,-270.73111094662215,112
139,-135.32852415484373,-107.54502866520231,148
140,-301.81447842317544,-267.7271681086863,128
141,-116.18693520250464,-88.92539076973213,168
142,-83.65092468581268,-53.373952415329086,124
143,-89.11993644878493,-59.58445341851817,153
144,-186.79257642171768,-172.34698639245312,246
145,-230.5547753480932,-189.83174755898173,100
146,-96.09586202494613,-65.19198832063917,151
147,-209.10562171054468,-176.22050279584317,141
148,-216.7391347859043,-181.2996256972047,120
149,-18.891299355618855,13.67902908542007,102
150,-172.69168882603492,-138.17227075412,115
151,-79.86112427450132,-52.501039535822116,162
152,-228.1907841946412,-205.9163176033212,183
153,-217.95352334325457,-188.37041126682698,153
154,-345.27530674667014,-319.6296348115082,162
155,-162.46054408282055,-133.25825102242996,158
156,-80.57585555405802,-51.114050831951246,141
157,-101.97134879416683,-73.42769557239352,134
158,-59.63853068136555,-25.252361649514654,97
159,-71.63973600110131,-48.21407622513763,170
160,-62.60773959613449,-28.115609983291122,111
161,-231.32052226472413,-202.77862620984703,120
162,-202.18254904990704,-184.8022110478531,237
163,-27.9666141470815,7.693996152702724,94
164,-16.821470466303452,13.7287869182572,121
165,-68.97323545873692,-27.992650433576586,84
166,-224.70706446637007,-197.95874339405253,159
167,-316.07593625898517,-277.28535370107613,91
168,-203.70105990177728,-162.93576206528172,121
169,-84.85792688729546,-54.02161309526931,142
170,-99.95424849033463,-61.35594358965839,80
171,-95.38167397758463,-63.31498108978156,135
172,-106.89652868345108,-79.51885330608997,191
173,-81.73378716053617,-42.81099482507514,91
174,-108.5572402146967,-73.97663782546738,104
175,-61.39559646633322,-27.9945622491866,121
176,-115.66901897491363,-89.32063551480017,194
177,-41.24617374699095,-7.077169009888465,106
