1,-502.6805108971894,-514.9018131931807,119
2,-38.205385549226776,-46.80658773986845,65
3,-101.38362656347454,-109.62429328143577,72
4,-98.75848229974508,-107.15230630334605,99
5,-356.10209699720144,-366.73488289531497,103
6,-115.86088452371769,-126.21705289785083,102
7,-46.00044537335634,-56.92985331364045,101
8,-256.2585004232824,-263.6832962884959,62
9,-134.84063792973757,-151.3468097119256,141
10,-74.74994773045182,-79.49271512301226,64
11,-369.3219916522503,-376.30771543316655,84
12,-67.21591846551746,-74.00783384978351,71
13,-87.8976035490632,-96.33079875030504,66
14,-107.109480407089,-115.96216194454664,71
15,-76.38460645452142,-83.9731951690396,67
16,-127.3322892934084,-133.8703571527703,84
17,-185.3071530442685,-201.97113995525496,137
18,-313.50999486166984,-327.65539550607696,128
19,-191.0728565044701,-212.18744785967237,183
20,-201.44823119044304,-219.09777418513693,136
21,-66.02374255424365,-71.70313097985792,81
22,-76.32459155619557,-86.14007250101035,79
23,-181.8691722931494,-195.81005760270457,107
24,-247.99608107106158,-273.44748796817987,184
25,-192.40701927584,-214.16169019013222,151
26,-467.5860905701448,-488.2869384418144,100
27,-115.71084433327383,-123.10396910645646,78
28,-350.9918727114498,-359.1018931263196,83
29,-192.71955611619615,-200.89994846016958,94
30,-74.87228980069719,-87.01823752840302,116
31,-100.56271874347189,-102.79737050959773,68
32,-6.209812912946248,-18.420117014484106,117
33,-69.22660558250274,-74.75183138706367,83
34,-118.20515654198428,-124.40553846222046,63
35,-139.88532136170582,-154.53099149545005,126
36,-464.389188534411,-481.1283895475335,149
37,-87.18602400297475,-98.23655810709809,103
38,-265.32623377616716,-274.98954216427114,90
39,-59.468792966990904,-70.14734378030695,81
40,-370.53826764493004,-381.84250535765676,103
41,-115.0860425594347,-129.57998944098222,92
42,148.56716183049852,20.467704206122647,1000
43,-10.25637210137998,-22.30222873958762,94
44,-250.343108372997,-266.8882040035189,87
45,-184.1834072013892,-204.47379811813948,123
46,-56.38135299245623,-78.70192650963013,152
47,-299.8865577298951,-331.9517352008633,155
48,-170.7917603269276,-187.30086291091905,120
49,-53.79084994071929,-63.99556008293686,80
50,-76.37734948495248,-88.56322273282767,103
51,-45.47535860413002,-66.49438806247329,137
52,-116.55260332426354,-127.43096286615238,90
53,-83.21223499178967,-92.35182127859659,72
54,-83.25628432673274,-100.17894563112979,117
55,-115.96054912789795,-135.54443112415467,162
56,-272.9407605545088,-294.00833950252434,118
57,-75.43345654860994,-95.02756676993133,150
58,-251.950174745098,-271.1555629061252,146
59,-235.9949251807955,-249.73105598379803,93
60,1.6455633552422881,-20.42618717300755,146
61,-82.93599837626263,-96.38729716984174,93
62,-190.3113778081157,-205.92082541178044,97
63,-277.0178137454616,-302.03982715507266,168
64,-140.21940006095457,-157.7492884983049,119
65,-472.1954791914454,-499.9102014806136,181
66,-68.15217925449849,-87.75760070459921,117
67,-633.2312808901872,-660.5167310392715,143
68,-30.29034985488721,-53.57975698982495,149
69,-259.04703113322387,-278.55178630951883,129
70,-150.63074360053946,-171.22477888272343,113
71,-247.50870055001593,-267.3205028099908,95
72,-286.5448531355468,-305.972891846239,110
73,-379.87341839099406,-403.7085323289764,102
74,-343.19467211778317,-386.4967209881981,229
75,-189.14615406121067,-208.5260619630127,88
76,-258.99676383937833,-282.15461558161667,128
77,-160.8638090554092,-180.31666577682256,116
78,-23.886577071946277,-44.50037430675904,105
79,-298.40656246294566,-340.8545735169932,213
80,-799.2691098952195,-843.0108596529944,210
81,-209.4727960755552,-232.78504192800702,141
82,-509.6112255760155,-543.6032800662678,185
83,-160.57464487758065,-181.20025216973383,116
84,-233.68242019233656,-275.7551204636819,256
85,-608.4889581909335,-645.9843563900704,229
86,-364.3227559803439,-388.1082700564091,152
87,-314.55743584791725,-330.11055521164474,90
88,-187.29337985834744,-207.2781902814265,123
89,-207.2321714264514,-229.67933877495028,151
90,-325.5201058545235,-369.8684347124349,248
91,-172.30813595159395,-186.43699638062375,101
92,-257.715270228951,-274.8407560084571,112
93,-78.3782794996959,-92.67078829394598,97
94,-204.75337926051674,-214.86152491277886,101
95,-238.97013507370917,-259.0308211795716,122
96,14.0876047236858,-5.351614177290642,164
97,-70.88905143447671,-85.4914782599993,112
98,-329.63586713984745,-349.18042392112864,127
99,-35.20541130463192,-56.25457886771419,113
100,-361.84190054038015,-385.888255855282,144
101,-317.2912407356625,-333.9299702160078,111
102,-273.5004020164252,-304.0966299407269,212
103,-38.592670526594844,-62.92523253781614,153
104,-60.126743707810164,-81.01108412881804,137
105,-416.59260427242924,-436.0250345748911,122
106,-306.28428067439893,-332.6368946709649,168
107,-99.58872825204901,-120.58390627489818,147
108,37.65089095299277,5.8767020906537795,226
109,-205.27914868229567,-220.99029935251906,110
110,-146.38681017129352,-160.91837071998407,93
111,-105.6507328635039,-136.32215489976667,168
112,-249.3766631280121,-273.55567697158426,165
113,-156.66701556430695,-174.29897676091642,103
114,8.347432931481237,-2.0961465256468017,91
115,-116.31296519207393,-131.90591533179048,107
116,-226.63044129254996,-275.253503055177,337
117,-93.24927265201173,-106.3960279596274,99
118,-58.36710399627361,-87.7340615833126,214
119,-193.05822607405332,-205.74658708354502,128
120,-23.871966550886256,-38.04488077131292,114
